16	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	1
16	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	2.5	1
16	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	2.75	1
16	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	2.75	1
16	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	2.75	1
15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	3.25	0
16	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	6	3.25	1
15	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	3.25	0
15	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	6	3.25	0
15	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	4	3.25	0
14	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3.5	0
15	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3.5	0
15	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3.75	0
