14	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	1.5	1
13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6	2	0
13	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	2.25	0
13	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	2	2.5	0
14	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2.5	1
14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2.666667	1
14	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	2	2.75	1
14	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	4	3	1
13	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	5	3	0
13	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	3	0
13	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3	0
13	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	3	0
13	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	3.25	0
13	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	6	3.25	0
13	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	6	3.5	0
14	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3.5	1
13	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	6	3.5	0
13	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	3.75	0
13	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	6	4	0
