17	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	2	2	0
18	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	3	2	1
17	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	3	2.333333	0
17	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	6	3	0
17	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	6	3	0
17	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	6	3	0
17	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	6	3.25	0
18	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	3	3.333333	1
17	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	6	3.333333	0
17	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	4	3.333333	0
17	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	6	3.5	0
17	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	2	3.666667	0
17	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	6	3.75	0
17	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	6	4	0
