18	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	4	1	1
17	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	4	1.75	0
18	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	2	2	1
16	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	2	2	0
18	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	6	3.25	1
17	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	6	3.25	0
17	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	4	3.333333	0
17	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	6	3.333333	0
18	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	4	3.333333	1
17	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	6	3.5	0
17	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3.5	0
17	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	6	4	0
