13	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	6	1.75	1
13	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	6	2	1
13	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	2	1
13	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	3	2.25	1
13	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	6	2.5	1
12	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	3	2.75	0
13	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	2.75	1
13	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	2	2.75	1
12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	2.75	0
12	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	2.75	0
13	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	5	3	1
12	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	5	3	0
14	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	4	3	1
12	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	3	0
13	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	3	1
12	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	6	3	0
13	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	6	3	1
12	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	6	3	0
13	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	6	3.25	1
12	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	3	3.25	0
13	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	3.25	1
13	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	6	3.25	1
12	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	6	3.25	0
12	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	4	3.5	0
13	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	6	3.5	1
13	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	3.75	1
13	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	3.75	1
13	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	2	3.75	1
13	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	6	4	1
12	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	4	0
13	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	4	1
